NU_INSCRICAO,NU_NOTA_MT
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,560.3625499999997
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,0.0
02681b5c893b94db204713cb4b20dde6fc3f2f95,544.867500000001
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,446.8657499999981
829dd51f77f3ae74c2216de2d86139bd0a03367c,0.0
28c6829e69879bc1d34db1cd51b89562d3cc596b,518.8314500000024
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,448.2791999999999
96715a069fbcb2e84b26a01563921962ccc4601e,0.0
923538833160e8432636c88e8119378a43b3d766,439.34145000000035
aacb834258765a2959ee63c57d2be4923d11a696,459.55210000000176
c32e484025571dd94255a77f21de08ab8d2aaba8,506.1619500000043
d425deeec0a3c7006f14d732eff8933d5155067f,498.05700000000195
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,468.16884999999957
716a178e9a6f7791b820da77879943ac9040a547,499.43890000000033
430212cd8767ef2bff8cda0f61729203fef7523e,446.4559499999974
e97d33221238e445688a0e984778d4ecac788be2,466.9196499999993
695c9481580951d830c4431fc6c9dee778ba9ca1,0.0
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,507.6593500000001
0411742cbb54fe1b6927b25f0bb52b885828c828,421.8161000000021
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,418.9699999999997
bc40729846bf209b06e2a9a890e01d4e6780f5b4,0.0
e4e7a38b58319ad0a5cde4848622b21783c907e9,471.08204999999896
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,563.7178000000025
aec1b63c3f0c9554e533752d8fe138ca82101d4a,430.94674999999756
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,479.1838499999991
4b48d500ba4410546ce01f7f6d44bcbafa73994f,423.45335000000074
edf33c347c866d26872f540bcc1f6ae415f3294c,457.7063000000013
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,513.0176499999978
3a265ea6ebdc4eb2520db912adf5592f03b3d634,422.0017499999987
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,0.0
0ade5488fd62db34c11a369bdbb4327faacc1635,0.0
e418fbb77e6ff4103205f3b7f6a66d53183d809b,465.5345500000016
8ddbfe70cd41135cb6f125335a48d100789edbf7,420.5010000000013
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,0.0
1d3e406d0223d4cb0328850d689ba9fcadf62776,460.4480500000002
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,0.0
ecaf075653faf2dcdf946c0ce50629f5083347c0,457.72225000000014
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,487.4060999999999
d43894c5e83bb3a7e5000636295b0b050de19309,0.0
5b7877d12550dd35d27a02b66a13f2a27bce11ca,431.21939999999665
18f800ec03e33ebad5fb97aa8465dd3e5961337e,446.3455500000011
bb39cc6296f2c9da3963994899c5c34b50965720,0.0
76facda8958cbaf5dba09a4d35d3b4de7596a49d,0.0
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,505.59794999999946
e887be276bf553575b20ed1a0de8833d9cb7e247,0.0
cc8794762ffa592758b5117d67e0d02e2e8b9c49,518.5650999999996
894d277c608610fa8c31db531f64582b9569b2e9,432.85334999999895
b2e029961aa0f20071b74708e0d97e6f200ec582,472.46090000000197
12c7d85e168b09a0278df140a22bcb0052a59b0a,411.31019999999955
64c4892488a9c6281bdabf467a0b5a6382d248e6,497.31920000000093
944e790f6e64eccf6df361247858165f17dd7abb,0.0
ac112e94587e6e4249b7182329ee5a5040ae94ea,552.1865500000024
a58cf11e498228f9aaca92b0c49f955a6163fb59,440.0249499999986
e8c84701c041b7f3b39f3125a0449fa633589fbe,491.58609999999953
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,592.1800500000004
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,0.0
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,432.33000000000095
e64ad901853230e396be49311ea98121c348fac6,442.8535500000001
8532af19be3729ea233c1f29e4c015820fc7fb3a,450.21990000000267
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,463.5286500000012
26853fd075fe27954772c3070997635b94f32b83,434.7499499999987
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,539.514549999998
574ec310dee846f9ae8eb278480257d463f6fbcc,473.94870000000157
ebb32b8df4ff9b202ba904f310724ce230cb4305,0.0
8a46e35787225c3e7adef2b998ad9c93a952106b,512.811899999999
b62bf908b504e8c6898777a7f5b88afed358caea,434.6492000000025
10d22971ca4f53fc62d02905809ff1c37fbb68fc,554.3006000000001
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,429.585899999998
cad47b624b484cb16291449cee30707a46c20199,0.0
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,591.6836500000004
bb6c0df09cb6663f142ce6da382b804353453af2,0.0
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,456.7472499999992
7bd0affe1bdd3681a0faecd80a3d48c023b986de,0.0
d76614020539405f481c0f5ffb9e6f88a0bf21b7,458.57350000000076
5ce2df96a99343819ead41bf242044177439696d,0.0
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,0.0
a9216c3fc0c0bf14cda0ca26a71c205458b74896,0.0
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,465.3403999999987
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,470.46185000000077
176b027cd932b17fcb6f119cfcef338a175062b8,410.8817999999988
41474f2dda61d97f38ba79906d3dbcce223d1bd1,539.742599999997
421eb738f9e2ea73e5f4227c915762d6421102ac,0.0
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,471.53614999999917
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,0.0
134d96275e3893946c3a0e1d59f86b336fe64f6e,0.0
d4e97da32ccb6987ec074aa48c24ce949c05a78c,435.71280000000183
fa556e489987a0588e9a8edb5327e2bde1679670,0.0
95c1d266a2524560761df98b376c17604733a6ad,500.7992500000009
c11c4303d2632cde64105a35554ecb77a8564260,455.8572499999967
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,480.32015000000064
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,486.35395000000085
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,435.2305499999984
580c34923cbde328e0aef1641dd02033fc862c04,451.3830999999995
156e1fb82056b0f6953c443446eb4dcceed7c03b,0.0
29d8bf198da9caa59047268faca60207da24d1b7,518.4992500000012
1b3f80a1cd9fff0408e96169fcaf006936b34fed,460.90269999999936
b5932043b62e0c58e16e2cc2c9d5489390e5c895,468.3829999999996
99092cc60948943c59d68d62ed81a75a03059113,459.440999999998
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,0.0
dd69fca6f17420dc911016a79e70583ca7ea330d,449.04394999999914
d387995af060965fb9d18973f3dbf4904f071066,413.85719999999907
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,438.04554999999874
543674772357cf9d8a7a8e7dfb89384af80ec30e,476.5040000000006
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,463.3148999999973
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,0.0
0736d379ea0962e316ce84cce8e883321be36abb,457.5096999999976
98cc842c547c69a0d27776e272fd8b61131b0b37,432.3869000000014
890b7696fa85ca2b3e90b3951efec2135e88d5cf,457.74154999999945
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,737.1770000000004
d84b48f7dc7a6e387e6e985525143589754c5b13,466.61660000000177
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,513.2933999999977
dc4fe9d4124d9278f58f6f999711116a3fe58be7,465.8756000000013
f6624d763619c0898b34dc02adf06f53a1721cd0,454.3097000000007
60b1c12559860e7ad966da4c4db5c78e17278fc0,522.863549999997
a3f3dcb89101d86171f8bb4f4f57939717cf298a,0.0
4f365503582b97ea96462d0d36895a5e7f5926df,452.73415000000216
c80869804effb21d50cc8fff3f4c27ba5521240c,406.36779999999794
d0f351638d60e84b890a498d69c9a7961cdcdf36,426.8238000000013
48e8ec135997ff3676648d5c144c3c7150a7bbb1,439.2214999999964
45484014aefd10ea3e4b08fb93e66c251709cca6,448.3760000000022
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,421.1416000000003
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,430.34189999999774
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,544.4840999999985
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,462.58375000000086
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,571.2303499999997
c83c66733c5bd90a59996e473bb69e44f6522976,435.2585999999979
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,0.0
4c373daf5547a6292c4905696c148ec83f95f083,0.0
4549620b5459bb28990580f4ca0b4c2adc5b1a68,0.0
87f89c855f377c5b100ad2986cc6569e31d94a98,542.6341499999992
d0d8601aab147c191ae37365a930c1ed3eb0414b,0.0
9a25537903e8e7eab1dfb357903d241e24e86fb8,0.0
eaecf3dd32668664e1dcc2d6c7a69042824806a6,464.91015
d19fa85793fcb8ae3126d10592c9c57d3b32971f,0.0
c59b370d3aa06b68878c836bceac844953d74972,444.82924999999864
5a6d397150d1a9e9c82e120f92d1e782da34bddb,0.0
b2128312e70fdb830091aecb6b27d82617e2e226,418.57890000000054
8257941af168c0cc15f28bd596fd922352dae732,462.3811499999993
854ce153823802674f35bbe1ec010b12e9b3a56f,418.3131500000001
27f1db4e266b154f6f7fbef9c225fab472652a7b,432.45854999999835
11b90bed4a05d11169f308370faf81d6e9ca2c4f,420.9610500000001
5c55b7aeae6cb75ec715b4629812175239e45c15,0.0
1391c7de937e0fea2ad23ebb111e513bf2aca2af,0.0
e9488c35627294cd8f5a809c0667aef7a3f0d465,0.0
39c22d725a24b290af887b25175ae0a8d560db4b,0.0
e001e1d73163c327a4d800697b1b36cd6921f60d,473.96749999999844
b83424ca8973e4b2eebf6eb9e26e842999432d22,423.7816499999998
202da3f471204ad489ebf0c3856437337534112d,0.0
912d751c54b46c860c5ba61666fc6fc59ca2689d,395.352650000001
8376d681a277c58f06ab633a06eaa66391126246,0.0
e114f7b197069bde8e158a0dbeaa022dd0c4e280,442.831999999998
fa84edf183bd459ea9394d77bdc191683a75ff66,588.3809000000011
76190ff09a736ff83169394b770699b2709c5a27,467.54160000000087
515db15df8581ae72bb8e8358833016adee74e02,459.8025499999995
e2a05053c19e6fba60d0e582e6c7f371728a7106,467.1684999999994
66c14322296ac259374ec98c5c3bb2bd67ba25e9,0.0
2378556841bc8d5746f2b94d6adefc2db20f9518,549.9201000000011
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,0.0
796d558152d241567f8a72b535a5e36fe78886f3,452.9938499999998
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,517.8270000000002
3c748fc7a94edb7ac1484373751ffa8574a3281d,467.748949999999
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,457.31910000000283
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,0.0
10a1e8808e744c619376bff659f859cd71e8c41d,435.7606000000009
fc959dafc37dde3f173f083486d84ce5c817443f,443.4971999999985
6979d91c0a1903a336c640e14eed100821a0e24d,430.67330000000123
d4e37c4c1235ce014392f6c8ba0436f195b9e459,528.6880000000004
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,0.0
565a955a60c6073157aa869c0351c626a7171ef3,516.17615
5697c01ee87a008056ebc0993a1028b41a26d251,0.0
99be797e423b5ae08fe342ea772738f71975df47,616.0615999999969
b579ea83f2d6c15b2c717d16a89827d65f39904b,442.391349999999
e9373b5c22567bec508f2fa2580e4dc3ff687caa,535.0433000000002
a465af361b68bd536dd8bf61d522b9b21755ab60,509.3316999999968
c8feec2a94d996d03534ce935dec7a034667f107,788.5307000000034
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,480.77035000000075
f4f7888cfe88b7a3b0f3d94749921976353ae82c,472.2940500000009
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,470.3957000000024
2e466f15ac7b80870736fac2d0cf4bd7f362e852,421.76535000000257
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,0.0
fc83a5c665f70f39b4c7d326118cbf21a898e660,611.7535499999988
c26fbd904781a4f6c37a8f8969778f687c6c1424,0.0
ced4913c2220be57c54bc9f87bb4f441d5976671,481.780650000001
880ade460a231d722e8bb0e4d17f3c8f77663d37,413.2827999999981
7c869f5b89ddf3130c87011b6508ee59e32682c5,435.7988000000003
9027f65d4e576928ca59690c280050c53d66506a,654.1497999999991
09eb415bcb9842d207139c8bddf32427a134d51e,543.3614500000009
f8224c83e27f4921df62876f7ff660b1dab3d974,486.01215
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,0.0
dfec3182aec0997207e0845b072498065ec89aac,649.2246
d653549f6d0ba70e2113b2cc56e9a83e331d2462,536.0984499999992
e95674df974af80342f676ca9e3540aecec2b8dc,498.23335000000014
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,576.1319500000004
2b7b15015ab18dc51893827c7e3f01d931a70410,0.0
22d86e8b43a9412df86ec15ac231b9919e3ec905,452.6262999999984
1c61035799f6afe7f44c1fb68567d7a8945c3943,591.037650000001
d5ed4b8732b0d7127a64f7e71137d321c56cc198,444.3799499999993
63edbbe59337f861a710bee4fe8a691d231f23da,420.57880000000245
f62bf9257782d839d38f84376b79611ed0de655d,0.0
cf14952b5b09ad1a9497769e3a08da2fd74c6102,0.0
21b8ef230efbfca6b5f15b36a3243d76ed390967,511.4740000000009
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,419.2354000000002
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,0.0
3de3c134579726fe4606b7a05f82ce19f00adb09,660.3822000000014
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,427.16564999999906
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,420.07249999999726
520c60d32fd2af8be76abd332859b36d8ae45900,472.5676499999973
6cb6e2310b52c2898e500f81bea938446592568b,490.1052999999991
0193b535914e1c5a445bede11a408bf1709cd3cb,455.1710000000001
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,454.89379999999835
c512a461034cd90a9c5f1a32332b748041cfeba3,0.0
6f77bbe0fc418131d06d15f50b30073eae680dbb,0.0
9b378e3937af8e97d4753cdf0c8917306354aaaf,477.97110000000043
1c92f54a5fe563622a0e23cf116461a7e147efd8,560.7240999999957
90facc45f7578775e3278aa0bd4fb59dad4d37c1,441.4967999999998
563bd02a1204c85e79026a020ba5af29bce95c12,0.0
c8062c4cc7e023996bd37b87295f5a2957ddb172,495.4273500000023
ea7cc5987f9cc7f756d501961f64fa5769013823,0.0
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,559.3458999999986
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,410.3758999999997
1b61f7e184c7040ae4cea725153965e1f7f75308,441.814749999998
aea68e00d370c2a0cfd02bf868824dec427bf23a,0.0
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,0.0
95a9c65324583892b2d1a0c1c5163488f92d4a6d,405.63805000000013
5b7e7632cf766876026d0da6aa7c6df77bc13438,444.5719999999993
a3be14b06b7aef01331da18e7a1678222b563151,0.0
92b8965cf3fb76d11e5061f26e577c23d212b9c5,0.0
96fd0462597b8cf21b1e918c1947106cd8359e5d,496.4097500000016
5c1cef937c40bf8c30c119160bedde7ef679454e,598.8430000000006
27dce80bee1eadbcd82bc7d09adb063e116870f6,0.0
271a7e5b703fc3f29f6669415048a760e6355c5b,0.0
e39fbeab552a4b6492346d821d095c3a0d691555,439.2293499999992
93694c58636eabfe86550e734efb3775ba4d739f,476.8836499999971
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,643.1592500000022
6c05e70130682975c1485a862b6e08b895650671,458.15390000000036
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,425.7052500000009
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,438.0824999999986
283df09083d3c7bec2590f22355c7ba32ec88623,473.4359499999981
40b96e97dc29dfc990656e30c1038e846b6c8ff2,0.0
ff362d0a648559b9146fb97ee248eb423c3d6a50,0.0
717ae2ab18e7ba03c4f3af66500ece6580b29b71,0.0
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,581.2962999999982
23131f453efc29c2af9553d307692c60a3add1ae,464.76084999999944
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,440.81604999999894
941646a7d24ee2837d7de90ff0a736bb8f61d68c,425.18345000000085
cd705413010e6e74f3b90ee78dbbd8b767488f0c,0.0
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,506.3864499999993
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,451.5630500000014
72882a9cffe151d94be90e02ce3967a91b628099,464.5259499999987
cf62916c9829bd3ad05104151eee856d6de7ca1c,605.5484000000012
6b8f4241357e65c0491cc0ef96396f811574134c,454.92989999999685
298806ed4313157d412e860ac3ea8833d6ca6970,0.0
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,412.1545499999993
4485f973590cff61be5ec78cb3032d5fdf25b809,0.0
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,455.31289999999973
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,0.0
8288badec4740382dbf7c33e4095cd4db0021bf7,433.4513000000015
5e139289eb167622f915eea3d1d6e49d15d1c873,490.227350000001
fc050b2c8fa3446890fe1418332352177dd34506,450.4467499999994
8f309746992f374b4c2ea88f171233a9469ba649,463.5845999999979
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,463.89495000000136
145b6344526f9df32f4046c8227282477c51d69f,427.34555000000097
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,476.35600000000085
b23775f4cd460ba687d77b058f2bc46381a0fbfe,454.507300000001
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,615.2557000000035
9d2de5f93789220f3287c5b2bff6e4ca5c0f5e42,0.0
08b5008c1ba3ee34dcafcb332c51d485da0313f4,0.0
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,444.7461999999993
2bf8abe8000927aeff885fdb26e82579b54bb657,437.0521499999991
fb745761567cc26fe3b8240866c481797bc4aedf,0.0
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,467.195500000001
3ef584654da4e658ecdffb68bc4398c97f850ccf,449.6638500000023
342a52f77f29b040bf07e9d4de7029ad604de09c,0.0
ea90166cae72eec871b4100ed8df997253bea84b,449.1117000000031
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,488.6889999999998
39e7d2bf0be98a9698aa1369b7ca5576d392a777,445.0529000000009
01d88812b1d865b9797b9c57ed7538527593eb1d,569.1126999999983
